cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
215,24,1.7040137474382486,3.5366477402090606,-1.9370190075205085,32.33880662180898
219,24,1.6935716157343033,3.5352062840980913,-1.9310192096578356,32.21373014824893
223,24,1.6876577363877656,3.5329852237553396,-1.9304738354803441,32.09949526722965
227,24,1.6830744356583152,3.532158560934324,-1.9305510314753316,32.11305439113157
231,24,1.6779270142025482,3.5308376380023527,-1.9247195409983122,32.20371989479744
235,24,1.6732060275966172,3.5296958440720005,-1.9245739020356052,32.23340825772458
239,24,1.6674367208253988,3.5281819372126093,-1.9243785304854075,32.212169716369466
243,24,1.6622662630667526,3.5265730179666974,-1.9184028799161776,32.21746401954225
247,24,1.6574243065763063,3.5245022548553444,-1.9181664471622712,32.23410177209762
251,24,1.652538684928734,3.5228548406546385,-1.9180994998619483,32.228343983674435
255,24,1.6472174627573322,3.5222829121237855,-1.9179522150901998,32.1833106060944
259,24,1.6364136810898071,3.5189923820688493,-1.9116539768893375,32.17200142078129
263,24,1.6362554312048496,3.5177844279570794,-1.9115865510736891,32.03316223587618
265,24,1.641119179218384,3.5212226057273495,-1.917648718820213,32.506671891788216
269,24,1.6315700789656966,3.5172227884430147,-1.9111337702474194,31.961039485620926
273,24,1.621213282987236,3.5125010864221813,-1.9108556098369367,31.798082670491866
277,24,1.6164273214762122,3.5129614635074673,-1.9049762303506044,31.95802833708937
281,24,1.615823510161921,3.5125204100391962,-1.9051068520548522,32.41813169746276
285,24,1.61672418029789,3.5151454557578807,-1.9049079394753692,32.64044972789331
289,24,1.6108655863730026,3.513443179473182,-1.898761620917719,32.56399373078006
293,24,1.6006603374309376,3.5097089402574535,-1.90433828068926,32.28305350922276
297,24,1.5959174487005663,3.5042771471756997,-1.904192698545851,32.06065237439007
301,24,1.5962179519462243,3.509207943122176,-1.8982712229514884,32.365261126964526
305,24,1.5958065114633972,3.5095064920492853,-1.8977934870545983,32.68851871366292
309,24,1.5906507821480704,3.505203266169396,-1.9036436467205253,32.747733642524246
312,24,1.6888211161855506,3.5281182345919753,-1.936992342648715,32.50500516961017
315,24,1.6259938279733204,3.519590928396835,-1.9233409193548265,32.91993878980996
319,24,1.6157433862812898,3.5146260368096875,-1.916884219356136,32.948305858317944
323,24,1.6056626764846538,3.5115494818370454,-1.910472150518363,32.76906651915661
327,24,1.5949746921524348,3.510769869032659,-1.904277326283454,32.59734424608833
331,24,1.5904102438871945,3.50804494279531,-1.904002494100001,32.52349894408369
335,24,1.5853517062988178,3.507748080950393,-1.9036546380501311,32.578228834731775
339,24,1.5799737147242376,3.5066673521067266,-1.8977146678452774,32.62728298499839
343,24,1.5752185465278068,3.5061843921745397,-1.8973347377958825,32.652115712561326
347,24,1.569798484648868,3.5051004339266254,-1.8970045774163773,32.64767456395258
351,24,1.5702565375950357,3.5054479186890566,-1.8909127399289274,32.6993879231031
355,24,1.565249873909438,3.500074246846,-1.8968789299198896,32.724576765133094
359,24,1.559633933561147,3.5011647157526498,-1.8964710309338209,32.70434030242972
363,24,1.5649820533392105,3.500407285435189,-1.8967768141795405,32.74051962267582
366,24,1.57497949984227,3.507816455272743,-1.9031485600103595,33.38712825139849
370,24,1.5652811168780458,3.5025243992110107,-1.9028574663381217,33.270627344923426
374,24,1.559755497470126,3.505155823274424,-1.8963219640753084,33.115074143665915
378,24,1.549897685670499,3.4983646475135717,-1.908430732943726,32.90572814040102
382,24,1.5438771531345021,3.500140843862167,-1.889754408573026,32.953112654161664
386,24,1.5450187488690073,3.49909547013937,-1.8959167588975119,33.2282109237263
390,24,1.5445940154102908,3.5010357611640615,-1.889387844169526,33.361342590516294
394,24,1.5343086721758876,3.497212315865497,-1.8889185963670394,33.12431679486816
398,24,1.5287603942958483,3.496089957852059,-1.8885071150010755,32.991553593266204
402,24,1.5289260249179843,3.495877119417779,-1.8888180820733198,33.2318318845246
406,24,1.529091650133123,3.493116071455022,-1.8887930414931369,33.5098123920945
410,24,1.5239059324661248,3.492655946458748,-1.888168080257056,33.382402850667845
414,24,1.5186675419100615,3.49208824531703,-1.887904907597145,33.17829959346276
418,24,1.5136482266426952,3.490216477408044,-1.8877303662432205,33.01591345323486
422,24,1.5136050185229033,3.4905931958620466,-1.8878077163294114,33.271000362987586
426,24,1.5139470614867965,3.4911419366203664,-1.887674933393443,33.61966967517867
430,24,1.5339599193158786,3.49283645226053,-1.901022727285377,33.29697162630193
432,24,1.5391372798653098,3.5025157522808223,-1.8951144121477894,33.393130865360554
436,24,1.5236247972838737,3.492953565598811,-1.8941478117057606,33.13820710362847
440,24,1.5135813035589147,3.4917462636517236,-1.8875042014728922,32.84069778843796
444,24,1.5077850749847914,3.490432264232956,-1.8871434043422721,32.75739655594484
448,24,1.5031960676037333,3.488861416967918,-1.8807630082774924,32.77234087259374
452,24,1.4978220596995881,3.4891932104785104,-1.886419275237733,32.720417557744895
456,24,1.492848534633516,3.4878785713375917,-1.8800039366336023,32.710022803073514
460,24,1.492414389867026,3.486430546073901,-1.8733366537372407,32.62076759783716
464,24,1.487482776538081,3.4812572775226682,-1.879702248133121,32.57651826255201
468,24,1.482535148640411,3.4823550791204023,-1.8790751470067306,32.58396494906228
472,24,1.4827874322228984,3.4835074286280525,-1.8728728303565048,32.623742674615976
476,24,1.476971179775059,3.478976541530706,-1.8726786421400121,32.58599202496769
480,24,1.4819015554137276,3.483501191305966,-1.872734820116884,32.864544723781215
482,24,1.4981366198874824,3.4899701994096612,-1.8800362373714223,33.079651096902374
484,24,1.4820775214392872,3.484801138956006,-1.8730214281226414,32.932141650182686
488,24,1.4771155312812152,3.47835437960934,-1.8725486136074456,32.755748003791545
492,24,1.4720772783056488,3.475694933923807,-1.8724613181992062,32.52965474617847
496,24,1.472248013656454,3.481431873453954,-1.8659419458758726,32.848065199041
500,24,1.4670106672274665,3.4796060336232353,-1.865786095147701,33.072327061961936
504,24,1.4617672495335379,3.4782258967329596,-1.8654605849037513,32.85096451719535
508,24,1.4566952670489708,3.4743233868367187,-1.865134613881632,32.572302329954546
512,24,1.451354972758956,3.4737305453330443,-1.858515986418667,32.450684441760906
516,24,1.451615926257375,3.47481272321405,-1.8588972649148483,32.7394359440147
520,24,1.4468161332173683,3.476096426841386,-1.8581969672334215,32.775898242252914
524,24,1.4467570607768785,3.4686822529487804,-1.8581200056254086,32.5817324044051
528,24,1.4413797481446793,3.4661964701943586,-1.8577209868352302,32.35021153014993
532,24,1.4362456252208178,3.468183423895935,-1.8512458354075154,32.28754240914786
536,24,1.4368154153924828,3.4678606629897453,-1.8514531972432,32.603239183227075
540,24,1.4362945145860047,3.4662499547181245,-1.8574211435317929,32.61208344144242
544,24,1.4418575315878015,3.462469269360201,-1.857823928669184,32.26742656599958
547,24,1.4672063484781797,3.480518309485383,-1.8658259561850365,32.637733704417855
551,24,1.4518640367848885,3.4723137993738336,-1.8647784241320742,32.665258715232376
555,24,1.4471379752748499,3.474362108592906,-1.8578958465335809,32.502652632323915
559,24,1.441790586562399,3.4722823212388754,-1.8511947629213035,32.446842086875606
563,24,1.431630947911111,3.4701761898320465,-1.8509042611451945,32.39361892904713
567,24,1.4318084249673686,3.4635011119445216,-1.850858274670624,32.417221778010834
571,24,1.4262562585106868,3.467453100453348,-1.8504182940365097,32.40094040453025
575,24,1.4260877528924913,3.4675864728547845,-1.8436892876926974,32.36314241861482
579,24,1.4212633510031694,3.462182535852444,-1.8498733070449755,32.382600705235255
583,24,1.4163272748795108,3.465962999117946,-1.8432877207292044,32.4323818014572
587,24,1.4165781829175994,3.4601727514874407,-1.8494580225090995,32.48861829940489
591,24,1.4108401729425177,3.464226115253961,-1.8426221358637018,32.524062377970175
595,24,1.4109949628347804,3.458799193390812,-1.8427098003104345,32.482615965621896
599,24,1.4061714290398801,3.4620805499710854,-1.842239518040086,32.46389583182878
603,24,1.4063358479692922,3.4578782949034514,-1.842252843487983,32.55681404542561
607,24,1.4004552399066514,3.461590937144894,-1.8356063485512333,32.576296430484255
611,24,1.4217865046055154,3.462906230864041,-1.8561013515700384,32.81804879809979
613,24,1.4324552720625434,3.4753580425264796,-1.8574370794605966,32.92941193334214
