cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
117,24,1.7730337158018288,3.5562481933590964,-1.9162302821549877,31.329995610092634
121,24,1.773037755078937,3.5532756526091784,-1.9220800182578983,31.569551201845574
125,24,1.7678721106662054,3.556266431640255,-1.9162417890311958,32.111426258867944
129,24,1.7623150704093087,3.5563095420140822,-1.9158809823517762,32.271676011112376
133,24,1.7676172924938447,3.558950851054106,-1.9114406265753041,31.842291659678658
135,24,1.762668359743147,3.5534418211598053,-1.9158166997544155,31.759815453754253
139,24,1.7517304870664143,3.5510121537420285,-1.9151304155635374,31.41911167391793
143,24,1.7418496047960008,3.551317608213948,-1.9148485784393638,31.331626572312267
147,24,1.7360913511847138,3.549003180550162,-1.9144128654409127,31.35934131425137
149,24,1.7936240148573608,3.5597648340955175,-1.9388813849818083,34.31088483888259
153,24,1.7831890223273275,3.5623454342368555,-1.927509725704535,33.43585640373788
157,24,1.7673642076278957,3.558336657621618,-1.9267185977839403,32.66698125020078
161,24,1.7570177850353066,3.554013138622869,-1.9261308349663746,32.28423408691397
165,24,1.7468706179837907,3.552376095886298,-1.9202346781375206,32.00739178780946
169,24,1.7417172507457144,3.549618661283733,-1.9201011498853633,32.06387071886056
173,24,1.7364225056478186,3.54938103086703,-1.9144278105456467,32.43754560319043
177,24,1.7263217239235826,3.5472118680418956,-1.908340706503589,32.16809876635083
181,24,1.7158065389330133,3.5467052098640246,-1.902207182631691,32.05752645824972
185,24,1.710533351135192,3.544629653883431,-1.9020484449938713,31.975920928072714
189,24,1.706014499648521,3.5436291614253204,-1.8964907679062355,32.21689335291319
193,24,1.7003110272642588,3.5444946147995258,-1.895971437908019,32.55632993697177
197,24,1.6945798601797895,3.5409201846556857,-1.8899648799839277,32.40048085325998
201,24,1.6849029086609286,3.541195668799061,-1.8893703824420507,32.29371860868794
205,24,1.6744741591159717,3.540671044783382,-1.8776883243431417,32.136071448067796
209,24,1.6745692479879102,3.5376048790268775,-1.8831065986697755,32.38268549723498
213,24,1.663716375981405,3.538422485261741,-1.876359921441716,32.30899951427637
215,24,1.659013868748246,3.53928626988912,-1.8709550260104437,32.56636929496716
219,24,1.6538540573335014,3.533690170241391,-1.8705599868289542,32.46542951751835
223,24,1.642653782130131,3.534367734544495,-1.8640049795794804,32.347056454418095
227,24,1.6378578430223698,3.5312941932103548,-1.8636932149873204,32.371538940646154
231,24,1.6327350407099108,3.5309134771684274,-1.857820396301907,32.45549347979197
235,24,1.6277528915533617,3.5287226893409893,-1.8572160981955346,32.50017194695606
239,24,1.622125485521159,3.52625493581969,-1.8568340008006827,32.50100298369444
243,24,1.6113256603765849,3.528684324337005,-1.8448886500218815,32.4728927422438
247,24,1.6065631397488385,3.525556939424901,-1.8444180038305806,32.50480154634882
251,24,1.6015142233917594,3.5226805646793737,-1.8438790389835118,32.51218336210202
255,24,1.590369231400328,3.524673458789008,-1.83711254029409,32.45692821941515
259,24,1.5857889968242211,3.5213155754526824,-1.8315957075983758,32.447059186431154
263,24,1.5849430707374117,3.51803386486462,-1.8311195242792309,32.32889654966259
265,24,1.5955263892495937,3.5236841955396794,-1.8432799764914718,32.84488475360107
269,24,1.5747301747801037,3.519146638240668,-1.829798505957538,32.31731555011648
273,24,1.5649019950937946,3.516233648608237,-1.8236746835609148,32.06376130177751
277,24,1.5597659473370362,3.514773138461639,-1.8176720770210877,32.21997626855924
281,24,1.5594815668184234,3.5132992979150073,-1.8179238657973993,32.7120225448885
285,24,1.55468935359061,3.514484830704665,-1.817160673909645,32.945022147355694
289,24,1.5488741079890418,3.5109677353595243,-1.8110297241968543,32.857549597381336
293,24,1.538236598942558,3.5109358749578012,-1.8094435644526072,32.629663328789654
297,24,1.527914258251028,3.509393098217416,-1.8026537331443495,32.379859014262976
301,24,1.5285252629756445,3.5066782411556563,-1.8031542757366414,32.68215852457039
305,24,1.522647325284378,3.5109885623008092,-1.7965666438696486,32.99387423636739
309,24,1.5174859938489869,3.510305462695178,-1.7959771394311956,33.04539707211165
312,24,1.605818899130659,3.5222215314850214,-1.822916991757235,32.856295641052824
315,24,1.5638491446744425,3.5163492154331264,-1.8294275689587538,33.33950238056361
319,24,1.5480915247767786,3.5134397623234963,-1.816317296828028,33.35156485472646
323,24,1.5323755631868592,3.515137522009075,-1.8033689952639713,33.147486361012966
327,24,1.5269528268489705,3.50830390643132,-1.802670753119494,33.007275861749356
331,24,1.5169573017136326,3.509190808443004,-1.7958941337499832,32.91990812745461
335,24,1.5118975960142693,3.5068097579555353,-1.795344963527795,32.99903328622305
339,24,1.5065638960681105,3.50609090727422,-1.7893518988259454,33.03772281691292
343,24,1.5015453526671363,3.5037157727265953,-1.7883879159763685,33.07740307192613
347,24,1.4908444050400238,3.5067479961367156,-1.7815447770741009,33.05467981523988
351,24,1.485868384561201,3.5058813026542324,-1.7753115642966961,33.11570360624461
355,24,1.480413677976106,3.504168333530808,-1.7742377662318358,33.12942148982364
359,24,1.4752095869031632,3.5030568931470634,-1.773860289771637,33.130681310493344
363,24,1.4859035988304024,3.4982324882487936,-1.7809702419814517,33.20069210329718
366,24,1.4960918298136696,3.5065859365661325,-1.7879098523188452,33.78697527817091
370,24,1.4808005946928984,3.501457140697961,-1.780229415660985,33.673365085761986
374,24,1.4697543268466824,3.501658387162809,-1.7731015168894209,33.535818118317145
378,24,1.4539012274845928,3.4966186408455298,-1.7705879947441516,33.32269982188509
382,24,1.4541462067235693,3.4991645719433246,-1.7600629827474803,33.346230327490304
386,24,1.455023751906683,3.496080777360074,-1.765575132998529,33.64948900485925
390,24,1.449042163761236,3.4959014526387993,-1.7588271887545277,33.79269513542102
394,24,1.4386709371480566,3.49758697990267,-1.7516428147438297,33.52446663707275
398,24,1.433445432156979,3.4956989619989507,-1.7513097768253418,33.39042251934235
402,24,1.4333958900838095,3.492875380810072,-1.7511840784846122,33.67370212742761
406,24,1.42806487344776,3.49551076423368,-1.7446206812145286,33.91080564765892
410,24,1.4229203181741186,3.4942333590450834,-1.7436362428649814,33.7850680599871
414,24,1.417429032731308,3.491197414255986,-1.7425325036061032,33.61126807392732
418,24,1.412409228794446,3.4889094081576237,-1.7419837011363046,33.45598581472246
422,24,1.412578792940193,3.487376295811431,-1.7421680980861822,33.723267448788484
426,24,1.4075983731469897,3.491994243745711,-1.735841378420618,34.050076369857344
430,24,1.4333920485221476,3.491585878898649,-1.7567879869499758,33.889346908026745
432,24,1.4382550176792908,3.495576227046425,-1.7573176114092575,34.067648550088656
436,24,1.4173547174485526,3.4938988589692483,-1.7427628393326555,33.75168100943646
440,24,1.406981663677643,3.49159162968384,-1.7352637407600366,33.46482299584788
444,24,1.4012037783587625,3.4885729299834787,-1.7344350518111926,33.40210697922146
448,24,1.3967008232726328,3.4869021151089825,-1.7280392046289716,33.410688917712235
452,24,1.391284788852726,3.4855485210036417,-1.7326888725308258,33.38984948261314
456,24,1.3862287677978349,3.4838912547260388,-1.7260735249920125,33.3700433438796
460,24,1.3804366761974138,3.483198941484065,-1.7195393742714093,33.27215987470977
464,24,1.3752364150256224,3.4836274447098883,-1.7185829844462923,33.222444215660225
468,24,1.3705128024895008,3.480172442538601,-1.717672415155695,33.26207748383125
472,24,1.3705085566270399,3.478452148610975,-1.7177080769362936,33.312029905516525
476,24,1.3647355108681518,3.4785782556105507,-1.7109669363015376,33.25287943255863
480,24,1.375392016895762,3.4825195584604582,-1.7184206130755166,33.745054045019884
482,24,1.3861115151535393,3.4886823636752826,-1.7260471943596487,33.88841975386692
484,24,1.3698500035838939,3.4858502383832755,-1.712021613408506,33.7353756996425
488,24,1.3647827949260758,3.478794177297151,-1.711022510206629,33.59131052719714
492,24,1.3543220466259964,3.4812826020756744,-1.703421414006958,33.32366688599416
496,24,1.3546417018378962,3.480352041587074,-1.703574708739156,33.691961507697364
500,24,1.3547039213192407,3.4781127815565127,-1.7034912994217157,33.887639684793655
504,24,1.349314997503458,3.4765867130506125,-1.7023383270190764,33.67308060941856
508,24,1.3441891937970554,3.4733769291841643,-1.7014238498912502,33.411988203265814
512,24,1.3389913790695755,3.4726366397371127,-1.6950436046971957,33.29926524979532
516,24,1.3389145230206971,3.473439372740961,-1.695057731610264,33.59980731390034
520,24,1.3340066759761655,3.4754777099091454,-1.6937809113323188,33.61961195858585
524,24,1.3286444309174914,3.4722884821666766,-1.6869434054016965,33.3945201718652
528,24,1.3231708992276219,3.471373665098864,-1.6860649112944592,33.16734508187535
532,24,1.3181691588445197,3.4726160162875095,-1.6795829780331424,33.10962161613893
536,24,1.3184664436640334,3.4738146874457896,-1.679793840292355,33.46501751186519
540,24,1.318293040102702,3.4701426486639693,-1.6851739865098712,33.4426191014044
544,24,1.323872422244268,3.467523652225441,-1.6863812036302581,33.037928170775885
547,24,1.3601216766554785,3.4767525840839255,-1.715777469309528,33.4949493613756
551,24,1.3395306867947354,3.4758956827369127,-1.7007216920098716,33.491363029025784
555,24,1.3290286565120697,3.475812179626641,-1.6928138295817332,33.329808599922345
559,24,1.3236741274998955,3.4746554404904435,-1.6861104874993165,33.27302769298771
563,24,1.318633896753293,3.472301781313945,-1.685043785043406,33.229879126701434
567,24,1.3134751321324272,3.4729305773503527,-1.678524839793589,33.20860833999321
571,24,1.3132020634442203,3.4696192030612285,-1.6839115230941766,33.236115055926255
575,24,1.3077959946944353,3.470018470757559,-1.6773783325850857,33.18660088296571
579,24,1.3030329186405918,3.470762691935287,-1.676425373206175,33.174058099115534
583,24,1.3033573559038205,3.468111467035994,-1.67627880896028,33.253984518546055
587,24,1.3034100438655642,3.4648625780221494,-1.6817992883033976,33.3198093248819
591,24,1.2978870806495706,3.467864133752208,-1.6750812261110137,33.33765795318198
595,24,1.2980735056918902,3.464021404592563,-1.675366426273468,33.29076744042025
599,24,1.293463613844243,3.4664623858156745,-1.6744879201095209,33.27568841807217
603,24,1.288003392619118,3.46850906693551,-1.6674467270234996,33.32067807371405
607,24,1.2874525221379407,3.466806213058136,-1.6674702882406252,33.37314972896719
611,24,1.3090153642307354,3.471070722008039,-1.6888978346592105,33.71351889594897
613,24,1.3250793286429356,3.475472204020004,-1.6979281889133206,33.86531768239223
