cycle_number,ambient_temp,capacity,voltage_avg,current_avg,temperature_avg
271,24,1.3989331662177225,3.4652879859475885,-1.784474211719448,31.053992379018933
273,24,1.3953322584033976,3.461799526154992,-1.793581043096934,31.492840068071885
275,24,1.390046129540245,3.463260140320492,-1.7920645354970144,31.93832684630049
278,24,1.3860271454209647,3.462839429201602,-1.7809541104468565,31.74562722135923
281,24,1.388215260193751,3.4569152237960306,-1.7989851707207014,31.31018499405759
283,24,1.3761826562394497,3.4574690175816127,-1.7873231599598716,31.127360345471814
285,24,1.3647168898640165,3.4502191781217797,-1.7861666392556754,30.985550813719595
287,24,1.3589854739373584,3.4486728051793962,-1.7849995504167615,30.899653280757406
290,24,1.3462308764008801,3.444632719716698,-1.778331020505836,30.706123644966482
293,24,1.4268427818454643,3.467272639213176,-1.809775952165901,30.47122187456595
295,24,1.4064481483279663,3.464490491162134,-1.7896694300229208,30.939221783021114
297,24,1.3934907492075153,3.459667012281024,-1.7970097248124899,31.111640631561894
299,24,1.3882493512249316,3.462241956955771,-1.7861513769566684,31.037910219908994
301,24,1.3701878338420928,3.4555661695067355,-1.784162084841115,30.967950840538833
304,24,1.3796951665608619,3.458696199585801,-1.7845257009241222,30.93996203578424
306,24,1.3686586323935683,3.4525282614097663,-1.7920667435100546,31.295019295352862
308,24,1.3627371779096438,3.4552290080443044,-1.782779873271704,31.81846533166901
310,24,1.3634051133928073,3.4619744219744675,-1.7725212915953121,32.00067162597675
313,24,1.3518646035305233,3.452221905520614,-1.769870119236631,31.73992229230571
316,24,1.3547969729652622,3.447650049442191,-1.7884847819526568,31.52613649688221
318,24,1.341051440640485,3.447928507599004,-1.77774044867741,31.27624493654335
